"pubid","year","volfreq","volreasn","groupmeet","donate","donateamt"
201,2007,1,NA,1,0,NA
201,2011,1,NA,1,0,NA
201,2013,1,NA,1,1,1
202,2005,1,NA,1,0,NA
202,2007,1,NA,1,0,NA
202,2011,1,NA,1,0,NA
202,2013,1,NA,1,0,NA
203,2005,1,NA,1,0,NA
203,2007,1,NA,1,0,NA
203,2011,1,NA,1,0,NA
203,2013,1,NA,1,0,NA
204,2005,2,3,1,1,1
204,2007,2,3,3,0,NA
204,2011,2,3,2,0,NA
204,2013,4,3,4,1,1
205,2005,1,NA,1,0,NA
205,2007,1,NA,1,0,NA
205,2011,1,NA,1,0,NA
205,2013,NA,NA,NA,NA,NA
206,2005,1,NA,1,0,NA
206,2007,1,NA,1,0,NA
206,2011,1,NA,1,0,NA
206,2013,1,NA,1,0,NA
207,2005,NA,NA,NA,NA,NA
207,2007,NA,NA,NA,NA,NA
207,2011,NA,NA,NA,NA,NA
207,2013,NA,NA,NA,NA,NA
208,2005,NA,NA,NA,NA,NA
208,2007,NA,NA,NA,NA,NA
208,2011,NA,NA,NA,NA,NA
208,2013,2,3,1,0,NA
209,2005,1,NA,1,0,NA
209,2007,NA,NA,NA,NA,NA
209,2011,NA,NA,NA,NA,NA
209,2013,NA,NA,NA,NA,NA
210,2005,NA,NA,NA,NA,NA
210,2007,NA,NA,NA,NA,NA
210,2011,NA,NA,NA,NA,NA
210,2013,NA,NA,NA,NA,NA
211,2005,1,NA,1,0,NA
211,2007,1,NA,1,0,NA
211,2011,2,3,1,0,NA
211,2013,3,3,3,0,NA
212,2005,1,NA,1,0,NA
212,2007,1,NA,1,0,NA
212,2011,1,NA,1,0,NA
212,2013,1,NA,1,0,NA
213,2005,2,3,1,1,2
213,2007,1,NA,2,1,1
213,2011,3,3,1,1,2
213,2013,2,3,1,0,NA
214,2005,1,NA,1,0,NA
214,2007,1,NA,1,1,2
214,2011,NA,NA,NA,NA,NA
214,2013,4,3,1,0,NA
215,2005,1,NA,1,0,NA
215,2007,1,NA,1,0,NA
215,2011,1,NA,1,0,NA
215,2013,1,NA,1,0,NA
216,2005,2,3,1,0,NA
216,2007,1,NA,1,0,NA
216,2011,1,NA,1,0,NA
216,2013,1,NA,1,0,NA
217,2005,1,NA,1,0,NA
217,2007,1,NA,1,1,1
217,2011,1,NA,1,1,1
217,2013,1,NA,1,0,NA
218,2005,NA,NA,NA,NA,NA
218,2007,NA,NA,NA,NA,NA
218,2011,NA,NA,NA,NA,NA
218,2013,NA,NA,NA,NA,NA
219,2005,1,NA,2,0,NA
219,2007,1,NA,2,1,1
219,2011,2,3,2,1,1
219,2013,1,NA,2,1,1
220,2005,NA,NA,NA,NA,NA
220,2007,NA,NA,NA,NA,NA
220,2011,NA,NA,NA,NA,NA
220,2013,NA,NA,NA,NA,NA
221,2005,1,NA,1,1,1
221,2007,1,NA,1,1,1
221,2011,1,NA,1,0,NA
221,2013,1,NA,1,0,NA
222,2005,1,NA,1,0,NA
222,2007,1,NA,1,0,NA
222,2011,1,NA,1,0,NA
222,2013,1,NA,1,0,NA
223,2005,1,NA,1,0,NA
223,2007,1,NA,1,0,NA
223,2011,1,NA,1,0,NA
223,2013,1,NA,1,0,NA
224,2005,4,3,4,0,NA
224,2007,4,3,2,1,1
224,2011,4,3,1,0,NA
224,2013,4,3,3,0,NA
225,2005,4,3,1,0,NA
225,2007,3,3,4,0,NA
225,2011,4,3,1,0,NA
225,2013,4,3,1,0,NA
226,2005,2,1,1,0,NA
226,2007,1,NA,1,0,NA
226,2011,1,NA,1,0,NA
226,2013,1,NA,1,0,NA
227,2005,NA,NA,NA,NA,NA
227,2007,NA,NA,1,1,1
227,2011,4,1,4,1,1
227,2013,4,3,1,0,NA
228,2005,1,NA,1,0,NA
228,2007,1,NA,1,0,NA
228,2011,1,NA,1,0,NA
228,2013,2,3,1,0,NA
229,2005,2,3,1,1,1
229,2007,1,NA,1,0,NA
229,2011,2,3,1,0,NA
229,2013,1,NA,1,0,NA
230,2005,1,NA,2,0,NA
230,2007,1,NA,1,0,NA
230,2011,1,NA,1,0,NA
230,2013,1,NA,1,0,NA
231,2005,1,NA,1,0,NA
231,2007,2,3,1,0,NA
231,2011,1,NA,1,0,NA
231,2013,1,NA,1,0,NA
232,2005,NA,NA,NA,NA,NA
232,2007,1,NA,1,0,NA
232,2011,1,NA,1,0,NA
232,2013,1,NA,1,0,NA
233,2005,1,NA,1,0,NA
233,2007,2,3,1,0,NA
233,2011,1,NA,1,0,NA
233,2013,NA,NA,NA,0,NA
234,2005,1,NA,1,0,NA
234,2007,2,3,1,1,NA
234,2011,1,NA,1,0,NA
234,2013,1,NA,1,1,1
235,2005,3,3,2,0,NA
235,2007,4,3,1,1,2
235,2011,4,3,2,1,2
235,2013,2,3,2,1,1
236,2005,1,NA,1,0,NA
236,2007,NA,NA,NA,NA,NA
236,2011,1,NA,1,0,NA
236,2013,1,NA,1,0,NA
237,2005,2,3,1,1,1
237,2007,NA,NA,NA,NA,NA
237,2011,1,NA,2,0,NA
237,2013,2,3,1,0,NA
238,2005,1,NA,1,1,1
238,2007,1,NA,1,1,2
238,2011,1,NA,1,1,1
238,2013,1,NA,1,1,2
239,2005,2,3,1,0,NA
239,2007,1,NA,1,1,1
239,2011,1,NA,1,0,NA
239,2013,1,NA,1,0,NA
240,2005,1,NA,1,1,1
240,2007,1,NA,1,0,NA
240,2011,1,NA,1,0,NA
240,2013,1,NA,1,0,NA
241,2005,1,NA,1,0,NA
241,2007,1,NA,1,0,NA
241,2011,2,3,1,1,1
241,2013,1,NA,1,1,1
242,2005,1,NA,1,0,NA
242,2007,1,NA,1,0,NA
242,2011,1,NA,1,1,2
242,2013,1,NA,2,1,2
243,2005,1,NA,1,0,NA
243,2007,3,3,1,1,1
243,2011,1,NA,1,0,NA
243,2013,NA,NA,NA,NA,NA
244,2005,1,NA,1,1,1
244,2007,1,NA,1,0,NA
244,2011,1,NA,1,1,1
244,2013,1,NA,2,1,1
245,2005,2,2,3,1,1
245,2007,4,2,3,1,1
245,2011,4,3,2,1,1
245,2013,2,3,2,1,1
246,2005,NA,NA,NA,NA,NA
246,2007,1,NA,1,0,NA
246,2011,1,NA,1,0,NA
246,2013,1,NA,1,1,1
247,2005,2,3,2,1,2
247,2007,1,NA,2,0,NA
247,2011,2,3,1,0,NA
247,2013,1,NA,1,0,NA
248,2005,1,NA,1,1,1
248,2007,1,NA,1,1,1
248,2011,1,NA,1,0,NA
248,2013,1,NA,1,0,NA
249,2005,NA,NA,NA,NA,NA
249,2007,NA,NA,NA,NA,NA
249,2011,NA,NA,NA,NA,NA
249,2013,NA,NA,NA,NA,NA
250,2005,NA,NA,NA,NA,NA
250,2007,NA,NA,NA,NA,NA
250,2011,NA,NA,NA,NA,NA
250,2013,NA,NA,NA,NA,NA
251,2005,1,NA,1,1,1
251,2007,1,NA,1,0,NA
251,2011,1,NA,1,0,NA
251,2013,1,NA,1,0,NA
252,2005,1,NA,1,0,NA
252,2007,1,NA,1,0,NA
252,2011,1,NA,1,0,NA
252,2013,1,NA,1,0,NA
253,2005,NA,NA,NA,NA,NA
253,2007,NA,NA,NA,NA,NA
253,2011,NA,NA,NA,NA,NA
253,2013,NA,NA,NA,NA,NA
254,2005,NA,NA,1,0,NA
254,2007,1,NA,1,0,NA
254,2011,1,NA,1,0,NA
254,2013,1,NA,1,0,NA
255,2005,NA,NA,NA,NA,NA
255,2007,NA,NA,NA,NA,NA
255,2011,NA,NA,NA,NA,NA
255,2013,NA,NA,NA,NA,NA
256,2005,1,NA,1,0,NA
256,2007,1,NA,1,0,NA
256,2011,4,3,1,0,NA
256,2013,4,3,1,0,NA
257,2005,1,NA,1,0,NA
257,2007,1,NA,1,0,NA
257,2011,1,NA,1,1,1
257,2013,1,NA,1,0,NA
258,2005,3,3,3,1,2
258,2007,1,NA,1,0,NA
258,2011,3,3,2,0,NA
258,2013,2,3,2,0,NA
259,2005,2,NA,2,1,1
259,2007,NA,NA,NA,NA,NA
259,2011,NA,NA,NA,NA,NA
259,2013,NA,NA,NA,NA,NA
260,2005,2,3,1,1,1
260,2007,2,3,2,1,1
260,2011,1,NA,1,1,1
260,2013,2,3,1,0,NA
261,2005,NA,NA,2,0,NA
261,2007,1,NA,1,1,1
261,2011,1,NA,1,0,NA
261,2013,1,NA,1,0,NA
262,2005,NA,NA,NA,0,NA
262,2007,2,3,1,0,NA
262,2011,1,NA,1,0,NA
262,2013,NA,NA,NA,NA,NA
263,2005,2,3,1,0,NA
263,2007,NA,NA,NA,NA,NA
263,2011,1,NA,1,0,NA
263,2013,NA,NA,NA,NA,NA
264,2005,1,NA,1,0,NA
264,2007,1,NA,1,0,NA
264,2011,1,NA,1,0,NA
264,2013,1,NA,1,0,NA
265,2005,1,NA,1,0,NA
265,2007,1,NA,1,0,NA
265,2011,1,NA,1,1,1
265,2013,1,NA,1,0,NA
266,2005,1,NA,1,0,NA
266,2007,1,NA,1,1,1
266,2011,2,3,1,0,NA
266,2013,2,3,1,0,NA
267,2005,2,3,1,1,1
267,2007,1,NA,1,0,NA
267,2011,1,NA,1,0,NA
267,2013,1,NA,1,0,NA
268,2005,1,NA,1,1,1
268,2007,1,NA,1,0,NA
268,2011,1,NA,1,1,1
268,2013,1,NA,1,0,NA
269,2005,NA,NA,NA,NA,NA
269,2007,NA,NA,NA,NA,NA
269,2011,NA,NA,NA,NA,NA
269,2013,NA,NA,NA,NA,NA
270,2005,1,NA,1,0,NA
270,2007,1,NA,1,0,NA
270,2011,1,NA,1,0,NA
270,2013,1,NA,1,0,NA
271,2005,NA,NA,NA,0,NA
271,2007,1,NA,1,0,NA
271,2011,1,NA,1,0,NA
271,2013,1,NA,1,0,NA
272,2005,2,3,2,0,NA
272,2007,2,3,2,1,1
272,2011,1,NA,1,0,NA
272,2013,2,3,1,0,NA
273,2005,1,NA,1,0,NA
273,2007,NA,NA,NA,NA,NA
273,2011,1,NA,1,0,NA
273,2013,NA,NA,NA,NA,NA
274,2005,1,NA,1,0,NA
274,2007,1,NA,1,0,NA
274,2011,1,NA,1,0,NA
274,2013,NA,NA,NA,NA,NA
275,2005,1,NA,2,0,NA
275,2007,NA,NA,NA,NA,NA
275,2011,1,NA,1,0,NA
275,2013,NA,NA,NA,NA,NA
276,2005,1,NA,1,0,NA
276,2007,1,NA,1,0,NA
276,2011,1,NA,1,0,NA
276,2013,1,NA,1,0,NA
277,2005,NA,NA,NA,NA,NA
277,2007,NA,NA,NA,NA,NA
277,2011,NA,NA,NA,NA,NA
277,2013,NA,NA,NA,NA,NA
278,2005,1,NA,1,0,NA
278,2007,1,NA,1,0,NA
278,2011,2,3,1,0,NA
278,2013,1,NA,1,0,NA
279,2005,NA,NA,NA,NA,NA
279,2007,NA,NA,NA,NA,NA
279,2011,2,3,2,0,NA
279,2013,NA,NA,NA,NA,NA
280,2005,1,NA,1,0,NA
280,2007,1,NA,1,0,NA
280,2011,NA,NA,NA,NA,NA
280,2013,NA,NA,NA,NA,NA
281,2005,1,NA,1,0,NA
281,2007,1,NA,1,0,NA
281,2011,1,NA,1,0,NA
281,2013,1,NA,1,0,NA
282,2005,1,NA,1,0,NA
282,2007,1,NA,1,0,NA
282,2011,1,NA,1,0,NA
282,2013,1,NA,1,0,NA
283,2005,1,NA,1,0,NA
283,2007,NA,NA,1,0,NA
283,2011,1,NA,1,1,1
283,2013,NA,NA,NA,0,NA
284,2005,1,NA,1,NA,NA
284,2007,1,NA,1,0,NA
284,2011,2,3,2,0,NA
284,2013,NA,NA,NA,NA,NA
285,2005,2,3,4,0,NA
285,2007,NA,NA,NA,NA,NA
285,2011,1,NA,1,0,NA
285,2013,1,NA,1,0,NA
286,2005,1,NA,1,0,NA
286,2007,1,NA,1,0,NA
286,2011,2,3,1,0,NA
286,2013,2,2,1,0,NA
287,2005,2,3,2,1,2
287,2007,1,NA,2,0,NA
287,2011,2,3,2,0,NA
287,2013,2,3,4,1,3
288,2005,2,3,1,0,NA
288,2007,2,3,1,0,NA
288,2011,2,3,1,1,1
288,2013,3,3,NA,1,1
289,2005,1,NA,1,0,NA
289,2007,1,NA,1,0,NA
289,2011,4,NA,1,0,NA
289,2013,1,NA,1,0,NA
290,2005,1,NA,1,1,1
290,2007,1,NA,1,1,1
290,2011,1,NA,1,1,1
290,2013,1,NA,1,0,NA
291,2005,1,NA,1,0,NA
291,2007,1,NA,1,0,NA
291,2011,1,NA,1,0,NA
291,2013,1,NA,1,0,NA
292,2005,1,NA,2,1,1
292,2007,2,3,1,0,NA
292,2011,1,NA,1,1,1
292,2013,1,NA,1,0,NA
293,2005,1,NA,1,0,NA
293,2007,1,NA,1,1,1
293,2011,1,NA,1,0,NA
293,2013,1,NA,1,1,2
294,2005,2,3,2,1,2
294,2007,2,3,2,1,3
294,2011,2,3,2,0,NA
294,2013,1,NA,1,0,NA
295,2005,1,NA,1,1,1
295,2007,1,NA,1,0,NA
295,2011,2,3,1,0,NA
295,2013,2,3,1,0,NA
296,2005,4,2,1,0,NA
296,2007,2,NA,1,0,NA
296,2011,1,NA,1,0,NA
296,2013,1,NA,1,0,NA
297,2005,NA,NA,NA,NA,NA
297,2007,NA,NA,NA,NA,NA
297,2011,1,NA,1,0,NA
297,2013,1,NA,1,0,NA
298,2005,1,NA,1,0,NA
298,2007,1,NA,1,0,NA
298,2011,2,3,1,0,NA
298,2013,1,NA,1,0,NA
299,2005,1,NA,1,1,1
299,2007,1,NA,1,0,NA
299,2011,1,NA,1,0,NA
299,2013,1,NA,1,0,NA
300,2005,NA,NA,1,1,1
300,2007,1,NA,1,0,NA
300,2011,3,3,4,1,4
300,2013,4,3,1,1,4
301,2005,1,NA,1,0,NA
301,2007,NA,NA,NA,NA,NA
301,2011,2,3,1,0,NA
301,2013,NA,NA,NA,NA,NA
302,2005,NA,NA,NA,NA,NA
302,2007,NA,NA,NA,NA,NA
302,2011,NA,NA,NA,NA,NA
302,2013,NA,NA,NA,NA,NA
303,2005,4,2,2,0,NA
303,2007,NA,NA,NA,NA,NA
303,2011,3,3,1,0,NA
303,2013,1,NA,1,0,NA
304,2005,1,NA,1,0,NA
304,2007,1,NA,1,0,NA
304,2011,4,3,1,0,NA
304,2013,NA,NA,NA,NA,NA
305,2005,2,3,1,0,NA
305,2007,1,NA,1,1,2
305,2011,2,3,1,0,NA
305,2013,1,NA,1,0,NA
306,2005,1,NA,1,0,NA
306,2007,NA,NA,NA,NA,NA
306,2011,NA,NA,1,NA,NA
306,2013,1,NA,2,NA,NA
307,2005,1,NA,1,1,1
307,2007,1,NA,1,0,NA
307,2011,2,3,1,0,NA
307,2013,1,NA,2,0,NA
308,2005,1,NA,3,1,1
308,2007,NA,NA,NA,NA,NA
308,2011,4,3,1,1,3
308,2013,NA,NA,NA,NA,NA
309,2005,4,3,3,1,3
309,2007,NA,NA,NA,NA,NA
309,2011,NA,NA,NA,NA,NA
309,2013,NA,NA,NA,NA,NA
310,2005,NA,NA,NA,NA,NA
310,2007,NA,NA,NA,NA,NA
310,2011,NA,NA,NA,NA,NA
310,2013,NA,NA,NA,NA,NA
311,2005,4,3,2,0,NA
311,2007,1,NA,1,0,NA
311,2011,1,NA,1,0,NA
311,2013,NA,NA,NA,NA,NA
312,2005,1,NA,1,0,NA
312,2007,2,3,1,0,NA
312,2011,NA,NA,NA,NA,NA
312,2013,NA,NA,NA,NA,NA
313,2005,2,3,1,1,1
313,2007,2,3,1,0,NA
313,2011,1,NA,1,1,1
313,2013,3,3,3,1,3
314,2005,1,NA,2,1,1
314,2007,1,NA,2,0,NA
314,2011,NA,NA,NA,NA,NA
314,2013,NA,NA,NA,NA,NA
315,2005,1,NA,1,0,NA
315,2007,1,NA,1,0,NA
315,2011,1,NA,1,0,NA
315,2013,1,NA,1,0,NA
316,2005,NA,NA,NA,NA,NA
316,2007,1,NA,1,0,NA
316,2011,NA,NA,NA,NA,NA
316,2013,NA,NA,NA,NA,NA
317,2005,1,NA,1,1,1
317,2007,1,NA,1,0,NA
317,2011,NA,NA,NA,NA,NA
317,2013,NA,NA,NA,NA,NA
318,2005,NA,NA,NA,NA,NA
318,2007,NA,NA,NA,NA,NA
318,2011,NA,NA,NA,NA,NA
318,2013,NA,NA,NA,NA,NA
319,2005,NA,NA,NA,NA,NA
319,2007,NA,NA,NA,NA,NA
319,2011,NA,NA,NA,NA,NA
319,2013,NA,NA,NA,NA,NA
320,2005,NA,NA,NA,NA,NA
320,2007,NA,NA,NA,NA,NA
320,2011,NA,NA,NA,NA,NA
320,2013,NA,NA,NA,NA,NA
321,2005,4,3,1,0,NA
321,2007,4,3,4,0,NA
321,2011,4,3,4,0,NA
321,2013,4,3,4,0,NA
322,2005,1,NA,1,0,NA
322,2007,1,NA,1,0,NA
322,2011,2,3,4,1,2
322,2013,2,3,2,0,NA
323,2005,1,NA,1,1,1
323,2007,1,NA,1,1,2
323,2011,2,3,2,1,2
323,2013,1,NA,1,1,2
324,2005,NA,NA,NA,NA,NA
324,2007,NA,NA,NA,NA,NA
324,2011,NA,NA,NA,NA,NA
324,2013,NA,NA,NA,NA,NA
325,2005,1,NA,1,0,NA
325,2007,2,3,1,0,NA
325,2011,2,3,1,0,NA
325,2013,2,3,1,1,1
326,2005,2,3,2,0,NA
326,2007,1,NA,1,0,NA
326,2011,NA,NA,NA,NA,NA
326,2013,3,3,1,0,NA
327,2005,1,NA,1,1,1
327,2007,1,NA,1,0,NA
327,2011,1,NA,1,1,1
327,2013,1,NA,1,0,NA
328,2005,NA,NA,NA,NA,NA
328,2007,NA,NA,NA,NA,NA
328,2011,NA,NA,NA,NA,NA
328,2013,NA,NA,NA,NA,NA
329,2005,1,NA,1,0,NA
329,2007,1,NA,1,0,NA
329,2011,NA,NA,NA,NA,NA
329,2013,NA,NA,NA,NA,NA
330,2005,NA,NA,NA,NA,NA
330,2007,NA,NA,NA,NA,NA
330,2011,NA,NA,NA,NA,NA
330,2013,NA,NA,NA,NA,NA
331,2005,1,NA,4,1,1
331,2007,1,NA,4,1,1
331,2011,1,NA,1,1,1
331,2013,1,NA,2,1,2
332,2005,1,NA,1,0,NA
332,2007,1,NA,1,0,NA
332,2011,2,3,1,0,NA
332,2013,1,NA,1,0,NA
333,2005,1,NA,1,0,NA
333,2007,1,NA,1,0,NA
333,2011,1,NA,1,0,NA
333,2013,1,NA,1,0,NA
334,2005,1,NA,1,0,NA
334,2007,1,NA,1,0,NA
334,2011,1,NA,1,0,NA
334,2013,2,3,1,0,NA
335,2005,NA,NA,NA,NA,NA
335,2007,NA,NA,NA,NA,NA
335,2011,NA,NA,NA,NA,NA
335,2013,4,3,1,0,NA
336,2005,2,3,NA,1,1
336,2007,2,3,1,1,2
336,2011,4,3,4,1,4
336,2013,2,3,1,1,1
337,2005,2,3,1,0,NA
337,2007,2,3,1,0,NA
337,2011,2,3,1,0,NA
337,2013,2,3,1,0,NA
338,2005,1,NA,1,0,NA
338,2007,2,3,1,1,2
338,2011,4,2,1,1,2
338,2013,1,NA,1,1,1
339,2005,3,3,1,0,NA
339,2007,1,NA,1,0,NA
339,2011,1,NA,1,0,NA
339,2013,1,NA,1,0,NA
340,2005,1,NA,1,0,NA
340,2007,4,2,1,0,NA
340,2011,2,3,NA,0,NA
340,2013,1,NA,1,0,NA
341,2005,2,NA,1,1,1
341,2007,2,3,2,1,1
341,2011,1,NA,1,1,1
341,2013,1,NA,4,1,1
342,2005,1,NA,1,1,1
342,2007,1,NA,1,0,NA
342,2011,1,NA,1,0,NA
342,2013,2,3,2,1,1
343,2005,1,NA,1,0,NA
343,2007,1,NA,1,0,NA
343,2011,NA,NA,1,0,NA
343,2013,1,NA,1,0,NA
344,2005,1,NA,1,0,NA
344,2007,2,2,1,0,NA
344,2011,NA,NA,1,0,NA
344,2013,NA,NA,1,0,NA
345,2005,2,NA,1,0,NA
345,2007,NA,NA,NA,0,NA
345,2011,NA,NA,NA,0,NA
345,2013,NA,NA,NA,NA,NA
346,2005,NA,NA,NA,NA,NA
346,2007,NA,NA,NA,NA,NA
346,2011,1,NA,1,0,NA
346,2013,1,NA,1,0,NA
347,2005,1,NA,1,0,NA
347,2007,1,NA,1,0,NA
347,2011,1,NA,1,0,NA
347,2013,NA,NA,NA,NA,NA
348,2005,1,NA,1,0,NA
348,2007,2,NA,NA,NA,NA
348,2011,1,NA,NA,NA,NA
348,2013,NA,NA,NA,NA,NA
349,2005,2,3,1,0,NA
349,2007,3,3,1,1,1
349,2011,1,NA,1,0,NA
349,2013,NA,NA,NA,NA,NA
350,2005,1,NA,1,0,NA
350,2007,NA,NA,NA,NA,NA
350,2011,1,NA,1,0,NA
350,2013,1,NA,1,0,NA
351,2005,NA,NA,NA,NA,NA
351,2007,NA,NA,NA,NA,NA
351,2011,1,NA,1,0,NA
351,2013,1,NA,1,1,2
352,2005,NA,NA,NA,NA,NA
352,2007,NA,NA,NA,NA,NA
352,2011,NA,NA,NA,NA,NA
352,2013,NA,NA,NA,NA,NA
353,2005,2,3,1,1,1
353,2007,NA,NA,NA,NA,NA
353,2011,NA,NA,NA,NA,NA
353,2013,NA,NA,NA,NA,NA
354,2005,NA,NA,NA,NA,NA
354,2007,1,NA,1,0,NA
354,2011,1,NA,1,0,NA
354,2013,1,NA,1,0,NA
355,2005,1,NA,1,1,1
355,2007,1,NA,1,0,NA
355,2011,2,3,2,0,NA
355,2013,4,3,4,1,3
356,2005,3,3,3,NA,NA
356,2007,1,NA,1,0,NA
356,2011,1,NA,1,0,NA
356,2013,3,1,1,0,NA
357,2005,1,NA,1,1,1
357,2007,1,NA,1,0,NA
357,2011,2,3,1,0,NA
357,2013,1,NA,1,1,2
358,2005,1,NA,1,0,NA
358,2007,1,NA,1,0,NA
358,2011,1,NA,1,1,1
358,2013,1,NA,1,0,NA
359,2005,4,3,4,1,3
359,2007,4,3,2,1,2
359,2011,4,3,4,1,2
359,2013,4,3,4,1,2
360,2005,NA,NA,NA,NA,NA
360,2007,NA,NA,NA,NA,NA
360,2011,1,NA,1,NA,NA
360,2013,1,NA,1,0,NA
361,2005,NA,NA,NA,NA,NA
361,2007,NA,NA,NA,NA,NA
361,2011,NA,NA,NA,NA,NA
361,2013,NA,NA,NA,NA,NA
362,2005,4,3,2,0,NA
362,2007,2,3,2,0,NA
362,2011,2,3,2,1,1
362,2013,3,3,2,1,1
363,2005,1,NA,1,1,NA
363,2007,1,NA,1,0,NA
363,2011,1,NA,1,0,NA
363,2013,2,3,1,0,NA
364,2005,2,3,1,0,NA
364,2007,2,3,1,0,NA
364,2011,NA,NA,NA,NA,NA
364,2013,NA,NA,NA,NA,NA
365,2005,2,3,1,1,1
365,2007,1,NA,1,0,NA
365,2011,2,3,1,0,NA
365,2013,1,NA,1,0,NA
366,2005,1,NA,1,0,NA
366,2007,1,NA,1,0,NA
366,2011,2,3,2,1,2
366,2013,2,3,1,0,NA
367,2005,1,NA,1,0,NA
367,2007,1,NA,1,0,NA
367,2011,1,NA,1,0,NA
367,2013,1,NA,1,0,NA
368,2005,1,NA,1,1,1
368,2007,1,NA,1,0,NA
368,2011,1,NA,1,0,NA
368,2013,1,NA,1,0,NA
369,2005,NA,NA,NA,NA,NA
369,2007,NA,NA,NA,NA,NA
369,2011,NA,NA,NA,NA,NA
369,2013,NA,NA,NA,NA,NA
370,2005,NA,NA,NA,NA,NA
370,2007,NA,NA,NA,NA,NA
370,2011,1,NA,1,0,NA
370,2013,1,NA,1,0,NA
371,2005,1,NA,1,0,NA
371,2007,1,NA,1,0,NA
371,2011,2,NA,1,0,NA
371,2013,2,2,1,0,NA
372,2005,1,NA,1,0,NA
372,2007,1,NA,2,0,NA
372,2011,2,3,1,0,NA
372,2013,1,NA,1,0,NA
373,2005,NA,NA,1,0,NA
373,2007,1,NA,1,1,1
373,2011,1,NA,1,0,NA
373,2013,1,NA,1,0,NA
374,2005,1,NA,1,0,NA
374,2007,1,NA,1,0,NA
374,2011,1,NA,1,1,2
374,2013,NA,NA,NA,NA,NA
375,2005,NA,NA,NA,NA,NA
375,2007,NA,NA,NA,NA,NA
375,2011,NA,NA,NA,NA,NA
375,2013,NA,NA,NA,NA,NA
376,2005,1,NA,1,0,NA
376,2007,1,NA,1,0,NA
376,2011,1,NA,1,0,NA
376,2013,1,NA,1,0,NA
377,2005,2,NA,2,0,NA
377,2007,NA,NA,NA,NA,NA
377,2011,1,NA,1,0,NA
377,2013,1,NA,1,0,NA
378,2005,NA,NA,1,0,NA
378,2007,1,NA,1,NA,NA
378,2011,1,NA,1,0,NA
378,2013,1,NA,1,0,NA
379,2005,NA,NA,NA,NA,NA
379,2007,NA,NA,NA,NA,NA
379,2011,NA,NA,NA,NA,NA
379,2013,NA,NA,NA,NA,NA
380,2005,NA,NA,NA,NA,NA
380,2007,NA,NA,NA,NA,NA
380,2011,NA,NA,NA,NA,NA
380,2013,NA,NA,NA,NA,NA
381,2005,NA,NA,NA,NA,NA
381,2007,1,NA,1,1,1
381,2011,NA,NA,NA,NA,NA
381,2013,NA,NA,NA,NA,NA
382,2005,2,3,2,1,1
382,2007,1,NA,1,0,NA
382,2011,2,3,3,0,NA
382,2013,2,3,1,0,NA
383,2005,NA,NA,NA,NA,NA
383,2007,NA,NA,NA,NA,NA
383,2011,NA,NA,NA,NA,NA
383,2013,NA,NA,NA,NA,NA
384,2005,NA,NA,NA,NA,NA
384,2007,NA,NA,NA,NA,NA
384,2011,NA,NA,NA,NA,NA
384,2013,NA,NA,NA,NA,NA
385,2005,1,NA,1,1,1
385,2007,4,3,3,1,1
385,2011,1,NA,1,0,NA
385,2013,1,NA,1,0,NA
386,2005,4,3,1,0,NA
386,2007,1,NA,1,0,NA
386,2011,1,NA,1,0,NA
386,2013,2,3,1,0,NA
387,2005,1,NA,1,0,NA
387,2007,1,NA,1,1,1
387,2011,1,NA,1,1,1
387,2013,1,NA,1,0,NA
388,2005,1,NA,1,0,NA
388,2007,NA,NA,NA,NA,NA
388,2011,1,NA,1,0,NA
388,2013,NA,NA,NA,NA,NA
389,2005,NA,NA,NA,NA,NA
389,2007,NA,NA,NA,NA,NA
389,2011,NA,NA,NA,NA,NA
389,2013,NA,NA,NA,NA,NA
390,2005,1,NA,1,0,NA
390,2007,1,NA,1,0,NA
390,2011,1,NA,1,0,NA
390,2013,1,NA,1,0,NA
391,2005,1,NA,1,0,NA
391,2007,1,NA,1,0,NA
391,2011,1,NA,1,0,NA
391,2013,1,NA,1,0,NA
392,2005,1,NA,1,1,1
392,2007,1,NA,1,0,NA
392,2011,1,NA,1,1,2
392,2013,4,3,3,0,NA
393,2005,1,NA,2,0,NA
393,2007,1,NA,1,0,NA
393,2011,1,NA,1,0,NA
393,2013,1,NA,1,0,NA
394,2005,3,3,2,0,NA
394,2007,4,3,2,0,NA
394,2011,1,NA,1,1,2
394,2013,2,3,2,1,2
395,2005,1,NA,1,0,NA
395,2007,1,NA,1,0,NA
395,2011,1,NA,1,0,NA
395,2013,1,NA,1,0,NA
396,2005,1,NA,1,0,NA
396,2007,1,NA,1,0,NA
396,2011,1,NA,1,0,NA
396,2013,2,3,2,1,2
397,2005,1,NA,1,0,NA
397,2007,1,NA,1,0,NA
397,2011,1,NA,1,0,NA
397,2013,1,NA,1,0,NA
398,2005,4,3,1,0,NA
398,2007,3,3,1,1,2
398,2011,1,NA,1,0,NA
398,2013,2,3,1,0,NA
399,2005,NA,NA,NA,NA,NA
399,2007,NA,NA,NA,NA,NA
399,2011,NA,NA,NA,NA,NA
399,2013,NA,NA,NA,NA,NA
400,2005,NA,NA,NA,NA,NA
400,2007,NA,NA,NA,NA,NA
400,2011,1,NA,1,0,NA
400,2013,NA,NA,NA,NA,NA
401,2005,1,NA,1,1,2
401,2007,1,NA,1,0,NA
401,2011,1,NA,1,0,NA
